AGE,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR
80-84,5340.0,Incidence,5758473,All Races,92.7,Male and Female,Melanomas of the Skin,2010
80-84,476.0,Mortality,5758473,All Races,8.3,Male and Female,Mesothelioma,2010
80-84,606.0,Incidence,5758473,All Races,10.5,Male and Female,Mesothelioma,2010
80-84,1812.0,Mortality,5758473,All Races,31.5,Male and Female,Myeloma,2010
80-84,2584.0,Incidence,5758473,All Races,44.9,Male and Female,Myeloma,2010
80-84,3261.0,Mortality,5758473,All Races,56.6,Male and Female,Non-Hodgkin Lymphoma,2010
80-84,6788.0,Incidence,5758473,All Races,117.9,Male and Female,Non-Hodgkin Lymphoma,2010
80-84,865.0,Mortality,5758473,All Races,15.0,Male and Female,Oral Cavity and Pharynx,2010
80-84,2475.0,Incidence,5758473,All Races,43.0,Male and Female,Oral Cavity and Pharynx,2010
80-84,1856.0,Mortality,3452130,All Races,53.8,Male and Female,Ovary,2010
80-84,1682.0,Incidence,3452130,All Races,48.7,Male and Female,Ovary,2010
80-84,5174.0,Mortality,5758473,All Races,89.9,Male and Female,Pancreas,2010
80-84,5088.0,Incidence,5758473,All Races,88.4,Male and Female,Pancreas,2010
80-84,5700.0,Mortality,2306343,All Races,247.1,Male and Female,Prostate,2010
80-84,11973.0,Incidence,2306343,All Races,519.1,Male and Female,Prostate,2010
80-84,1466.0,Mortality,5758473,All Races,25.5,Male and Female,Stomach,2010
80-84,2629.0,Incidence,5758473,All Races,45.7,Male and Female,Stomach,2010
80-84,236.0,Mortality,5758473,All Races,4.1,Male and Female,Thyroid,2010
80-84,923.0,Incidence,5758473,All Races,16.0,Male and Female,Thyroid,2010
80-84,2830.0,Mortality,5758473,All Races,49.1,Male and Female,Urinary Bladder,2010
80-84,10033.0,Incidence,5758473,All Races,174.2,Male and Female,Urinary Bladder,2010
85+,95010.0,Mortality,5543516,All Races,1713.9,Male and Female,All Cancer Sites Combined,2010
85+,125750.0,Incidence,5543516,All Races,2268.4,Male and Female,All Cancer Sites Combined,2010
85+,1050.0,Mortality,5543516,All Races,18.9,Male and Female,Brain and Other Nervous System,2010
85+,1022.0,Incidence,5543516,All Races,18.4,Male and Female,Brain and Other Nervous System,2010
85+,256.0,Mortality,3733139,All Races,6.9,Male and Female,Cervix,2010
85+,316.0,Incidence,3733139,All Races,8.5,Male and Female,Cervix,2010
85+,11063.0,Mortality,5543516,All Races,199.6,Male and Female,Colon and Rectum,2010
85+,17171.0,Incidence,5543516,All Races,309.7,Male and Female,Colon and Rectum,2010
85+,1273.0,Mortality,3733139,All Races,34.1,Male and Female,"Corpus and Uterus, NOS",2010
85+,2070.0,Incidence,3733139,All Races,55.4,Male and Female,"Corpus and Uterus, NOS",2010
85+,1598.0,Mortality,5543516,All Races,28.8,Male and Female,Esophagus,2010
85+,1317.0,Incidence,5543516,All Races,23.8,Male and Female,Esophagus,2010
85+,6882.0,Mortality,3733139,All Races,184.3,Male and Female,Female Breast,2010
85+,13197.0,Incidence,3733139,All Races,353.5,Male and Female,Female Breast,2010
85+,1227.0,Incidence,3733139,All Races,32.9,Male and Female,"Female Breast, <i>in situ</i>",2010
85+,133.0,Mortality,5543516,All Races,2.4,Male and Female,Hodgkin Lymphoma,2010
85+,182.0,Incidence,5543516,All Races,3.3,Male and Female,Hodgkin Lymphoma,2010
85+,87.0,Incidence,5543516,All Races,1.6,Male and Female,Kaposi Sarcoma,2010
85+,2050.0,Mortality,5543516,All Races,37.0,Male and Female,Kidney and Renal Pelvis,2010
85+,3015.0,Incidence,5543516,All Races,54.4,Male and Female,Kidney and Renal Pelvis,2010
85+,352.0,Mortality,5543516,All Races,6.3,Male and Female,Larynx,2010
85+,576.0,Incidence,5543516,All Races,10.4,Male and Female,Larynx,2010
85+,4614.0,Mortality,5543516,All Races,83.2,Male and Female,Leukemias,2010
85+,5208.0,Incidence,5543516,All Races,93.9,Male and Female,Leukemias,2010
85+,2130.0,Mortality,5543516,All Races,38.4,Male and Female,Liver and Intrahepatic Bile Duct,2010
85+,1543.0,Incidence,5543516,All Races,27.8,Male and Female,Liver and Intrahepatic Bile Duct,2010
85+,18252.0,Mortality,5543516,All Races,329.2,Male and Female,Lung and Bronchus,2010
85+,18067.0,Incidence,5543516,All Races,325.9,Male and Female,Lung and Bronchus,2010
85+,6882.0,Mortality,3733139,All Races,184.3,Male and Female,Male and Female Breast,2010
85+,13197.0,Incidence,3733139,All Races,353.5,Male and Female,Male and Female Breast,2010
85+,1227.0,Incidence,3733139,All Races,32.9,Male and Female,"Male and Female Breast, <i>in situ</i>",2010
85+,1242.0,Mortality,5543516,All Races,22.4,Male and Female,Melanomas of the Skin,2010
85+,4771.0,Incidence,5543516,All Races,86.1,Male and Female,Melanomas of the Skin,2010
85+,375.0,Mortality,5543516,All Races,6.8,Male and Female,Mesothelioma,2010
85+,436.0,Incidence,5543516,All Races,7.9,Male and Female,Mesothelioma,2010
85+,1997.0,Mortality,5543516,All Races,36.0,Male and Female,Myeloma,2010
85+,2092.0,Incidence,5543516,All Races,37.7,Male and Female,Myeloma,2010
85+,4451.0,Mortality,5543516,All Races,80.3,Male and Female,Non-Hodgkin Lymphoma,2010
85+,6107.0,Incidence,5543516,All Races,110.2,Male and Female,Non-Hodgkin Lymphoma,2010
85+,1068.0,Mortality,5543516,All Races,19.3,Male and Female,Oral Cavity and Pharynx,2010
85+,2226.0,Incidence,5543516,All Races,40.2,Male and Female,Oral Cavity and Pharynx,2010
85+,2046.0,Mortality,3733139,All Races,54.8,Male and Female,Ovary,2010
85+,1756.0,Incidence,3733139,All Races,47.0,Male and Female,Ovary,2010
85+,5984.0,Mortality,5543516,All Races,107.9,Male and Female,Pancreas,2010
85+,5405.0,Incidence,5543516,All Races,97.5,Male and Female,Pancreas,2010
85+,9488.0,Mortality,1810377,All Races,524.1,Male and Female,Prostate,2010
85+,8351.0,Incidence,1810377,All Races,461.3,Male and Female,Prostate,2010
85+,2052.0,Mortality,5543516,All Races,37.0,Male and Female,Stomach,2010
85+,2620.0,Incidence,5543516,All Races,47.3,Male and Female,Stomach,2010
85+,19.0,Incidence,1810377,All Races,1.0,Male and Female,Testis,2010
85+,313.0,Mortality,5543516,All Races,5.6,Male and Female,Thyroid,2010
85+,585.0,Incidence,5543516,All Races,10.6,Male and Female,Thyroid,2010
85+,4244.0,Mortality,5543516,All Races,76.6,Male and Female,Urinary Bladder,2010
85+,9534.0,Incidence,5543516,All Races,172.0,Male and Female,Urinary Bladder,2010
<1,62.0,Mortality,3951495,All Races,1.6,Male and Female,All Cancer Sites Combined,2010
<1,1041.0,Incidence,3951495,All Races,26.3,Male and Female,All Cancer Sites Combined,2010
<1,146.0,Incidence,3951495,All Races,3.7,Male and Female,Brain and Other Nervous System,2010
<1,61.0,Incidence,3951495,All Races,1.5,Male and Female,Kidney and Renal Pelvis,2010
<1,25.0,Mortality,3951495,All Races,0.6,Male and Female,Leukemias,2010
<1,169.0,Incidence,3951495,All Races,4.3,Male and Female,Leukemias,2010
<1,60.0,Incidence,3951495,All Races,1.5,Male and Female,Liver and Intrahepatic Bile Duct,2010
<1,30.0,Incidence,2018516,All Races,1.5,Male and Female,Testis,2010
1-4,170.0,Mortality,7910126,All Races,2.1,Female,All Cancer Sites Combined,2011
1-4,1783.0,Incidence,7910126,All Races,22.5,Female,All Cancer Sites Combined,2011
1-4,57.0,Mortality,7910126,All Races,0.7,Female,Brain and Other Nervous System,2011
1-4,361.0,Incidence,7910126,All Races,4.6,Female,Brain and Other Nervous System,2011
1-4,201.0,Incidence,7910126,All Races,2.5,Female,Kidney and Renal Pelvis,2011
1-4,51.0,Mortality,7910126,All Races,0.6,Female,Leukemias,2011
1-4,709.0,Incidence,7910126,All Races,9.0,Female,Leukemias,2011
1-4,38.0,Incidence,7910126,All Races,0.5,Female,Liver and Intrahepatic Bile Duct,2011
1-4,36.0,Incidence,7910126,All Races,0.5,Female,Non-Hodgkin Lymphoma,2011
10-14,180.0,Mortality,10127110,All Races,1.8,Female,All Cancer Sites Combined,2011
10-14,1448.0,Incidence,10127110,All Races,14.3,Female,All Cancer Sites Combined,2011
10-14,46.0,Mortality,10127110,All Races,0.5,Female,Brain and Other Nervous System,2011
10-14,281.0,Incidence,10127110,All Races,2.8,Female,Brain and Other Nervous System,2011
10-14,18.0,Incidence,10127110,All Races,0.2,Female,Colon and Rectum,2011
10-14,102.0,Incidence,10127110,All Races,1.0,Female,Hodgkin Lymphoma,2011
10-14,17.0,Incidence,10127110,All Races,0.2,Female,Kidney and Renal Pelvis,2011
10-14,58.0,Mortality,10127110,All Races,0.6,Female,Leukemias,2011
10-14,295.0,Incidence,10127110,All Races,2.9,Female,Leukemias,2011
10-14,36.0,Incidence,10127110,All Races,0.4,Female,Melanomas of the Skin,2011
10-14,89.0,Incidence,10127110,All Races,0.9,Female,Non-Hodgkin Lymphoma,2011
10-14,21.0,Incidence,10127110,All Races,0.2,Female,Oral Cavity and Pharynx,2011
10-14,66.0,Incidence,10127110,All Races,0.7,Female,Ovary,2011
10-14,141.0,Incidence,10127110,All Races,1.4,Female,Thyroid,2011
15-19,250.0,Mortality,10540730,All Races,2.4,Female,All Cancer Sites Combined,2011
15-19,2352.0,Incidence,10540730,All Races,22.3,Female,All Cancer Sites Combined,2011
15-19,36.0,Mortality,10540730,All Races,0.3,Female,Brain and Other Nervous System,2011
15-19,256.0,Incidence,10540730,All Races,2.4,Female,Brain and Other Nervous System,2011
15-19,35.0,Incidence,10540730,All Races,0.3,Female,Colon and Rectum,2011
15-19,354.0,Incidence,10540730,All Races,3.4,Female,Hodgkin Lymphoma,2011
15-19,21.0,Incidence,10540730,All Races,0.2,Female,Kidney and Renal Pelvis,2011
15-19,70.0,Mortality,10540730,All Races,0.7,Female,Leukemias,2011
15-19,279.0,Incidence,10540730,All Races,2.6,Female,Leukemias,2011
15-19,136.0,Incidence,10540730,All Races,1.3,Female,Melanomas of the Skin,2011
15-19,127.0,Incidence,10540730,All Races,1.2,Female,Non-Hodgkin Lymphoma,2011
15-19,53.0,Incidence,10540730,All Races,0.5,Female,Oral Cavity and Pharynx,2011
15-19,127.0,Incidence,10540730,All Races,1.2,Female,Ovary,2011
15-19,506.0,Incidence,10540730,All Races,4.8,Female,Thyroid,2011
20-24,395.0,Mortality,10858603,All Races,3.6,Female,All Cancer Sites Combined,2011
20-24,4196.0,Incidence,10858603,All Races,38.6,Female,All Cancer Sites Combined,2011
20-24,45.0,Mortality,10858603,All Races,0.4,Female,Brain and Other Nervous System,2011
20-24,245.0,Incidence,10858603,All Races,2.3,Female,Brain and Other Nervous System,2011
20-24,141.0,Incidence,10858603,All Races,1.3,Female,Cervix,2011
20-24,23.0,Mortality,10858603,All Races,0.2,Female,Colon and Rectum,2011
20-24,112.0,Incidence,10858603,All Races,1.0,Female,Colon and Rectum,2011
20-24,39.0,Incidence,10858603,All Races,0.4,Female,"Corpus and Uterus, NOS",2011
20-24,182.0,Incidence,10858603,All Races,1.7,Female,Female Breast,2011
20-24,17.0,Incidence,10858603,All Races,0.2,Female,"Female Breast, <i>in situ</i>",2011
20-24,428.0,Incidence,10858603,All Races,3.9,Female,Hodgkin Lymphoma,2011
20-24,18.0,Mortality,10858603,All Races,0.2,Female,Kidney and Renal Pelvis,2011
20-24,50.0,Incidence,10858603,All Races,0.5,Female,Kidney and Renal Pelvis,2011
20-24,92.0,Mortality,10858603,All Races,0.8,Female,Leukemias,2011
20-24,243.0,Incidence,10858603,All Races,2.2,Female,Leukemias,2011
20-24,21.0,Incidence,10858603,All Races,0.2,Female,Liver and Intrahepatic Bile Duct,2011
20-24,38.0,Incidence,10858603,All Races,0.3,Female,Lung and Bronchus,2011
20-24,568.0,Incidence,10858603,All Races,5.2,Female,Melanomas of the Skin,2011
20-24,20.0,Mortality,10858603,All Races,0.2,Female,Non-Hodgkin Lymphoma,2011
20-24,199.0,Incidence,10858603,All Races,1.8,Female,Non-Hodgkin Lymphoma,2011
20-24,61.0,Incidence,10858603,All Races,0.6,Female,Oral Cavity and Pharynx,2011
20-24,200.0,Incidence,10858603,All Races,1.8,Female,Ovary,2011
20-24,20.0,Incidence,10858603,All Races,0.2,Female,Pancreas,2011
20-24,28.0,Incidence,10858603,All Races,0.3,Female,Stomach,2011
20-24,1130.0,Incidence,10858603,All Races,10.4,Female,Thyroid,2011
25-29,611.0,Mortality,10538326,All Races,5.8,Female,All Cancer Sites Combined,2011
25-29,7440.0,Incidence,10538326,All Races,70.6,Female,All Cancer Sites Combined,2011
25-29,66.0,Mortality,10538326,All Races,0.6,Female,Brain and Other Nervous System,2011
25-29,276.0,Incidence,10538326,All Races,2.6,Female,Brain and Other Nervous System,2011
25-29,50.0,Mortality,10538326,All Races,0.5,Female,Cervix,2011
25-29,534.0,Incidence,10538326,All Races,5.1,Female,Cervix,2011
25-29,38.0,Mortality,10538326,All Races,0.4,Female,Colon and Rectum,2011
25-29,280.0,Incidence,10538326,All Races,2.7,Female,Colon and Rectum,2011
25-29,194.0,Incidence,10538326,All Races,1.8,Female,"Corpus and Uterus, NOS",2011
25-29,76.0,Mortality,10538326,All Races,0.7,Female,Female Breast,2011
25-29,960.0,Incidence,10538326,All Races,9.1,Female,Female Breast,2011
25-29,77.0,Incidence,10538326,All Races,0.7,Female,"Female Breast, <i>in situ</i>",2011
25-29,17.0,Mortality,10538326,All Races,0.2,Female,Hodgkin Lymphoma,2011
25-29,452.0,Incidence,10538326,All Races,4.3,Female,Hodgkin Lymphoma,2011
25-29,152.0,Incidence,10538326,All Races,1.4,Female,Kidney and Renal Pelvis,2011
25-29,79.0,Mortality,10538326,All Races,0.7,Female,Leukemias,2011
25-29,280.0,Incidence,10538326,All Races,2.7,Female,Leukemias,2011
25-29,33.0,Incidence,10538326,All Races,0.3,Female,Liver and Intrahepatic Bile Duct,2011
25-29,17.0,Mortality,10538326,All Races,0.2,Female,Lung and Bronchus,2011
25-29,72.0,Incidence,10538326,All Races,0.7,Female,Lung and Bronchus,2011
25-29,21.0,Mortality,10538326,All Races,0.2,Female,Melanomas of the Skin,2011
25-29,945.0,Incidence,10538326,All Races,9.0,Female,Melanomas of the Skin,2011
25-29,30.0,Mortality,10538326,All Races,0.3,Female,Non-Hodgkin Lymphoma,2011
25-29,306.0,Incidence,10538326,All Races,2.9,Female,Non-Hodgkin Lymphoma,2011
25-29,103.0,Incidence,10538326,All Races,1.0,Female,Oral Cavity and Pharynx,2011
25-29,30.0,Mortality,10538326,All Races,0.3,Female,Ovary,2011
25-29,236.0,Incidence,10538326,All Races,2.2,Female,Ovary,2011
25-29,40.0,Incidence,10538326,All Races,0.4,Female,Pancreas,2011
25-29,20.0,Mortality,10538326,All Races,0.2,Female,Stomach,2011
25-29,46.0,Incidence,10538326,All Races,0.4,Female,Stomach,2011
25-29,1911.0,Incidence,10538326,All Races,18.1,Female,Thyroid,2011
25-29,25.0,Incidence,10538326,All Races,0.2,Female,Urinary Bladder,2011
30-34,1175.0,Mortality,10241721,All Races,11.5,Female,All Cancer Sites Combined,2011
30-34,12116.0,Incidence,10241721,All Races,118.3,Female,All Cancer Sites Combined,2011
30-34,81.0,Mortality,10241721,All Races,0.8,Female,Brain and Other Nervous System,2011
30-34,293.0,Incidence,10241721,All Races,2.9,Female,Brain and Other Nervous System,2011
30-34,140.0,Mortality,10241721,All Races,1.4,Female,Cervix,2011
30-34,975.0,Incidence,10241721,All Races,9.5,Female,Cervix,2011
30-34,99.0,Mortality,10241721,All Races,1.0,Female,Colon and Rectum,2011
30-34,509.0,Incidence,10241721,All Races,5.0,Female,Colon and Rectum,2011
30-34,22.0,Mortality,10241721,All Races,0.2,Female,"Corpus and Uterus, NOS",2011
30-34,501.0,Incidence,10241721,All Races,4.9,Female,"Corpus and Uterus, NOS",2011
30-34,275.0,Mortality,10241721,All Races,2.7,Female,Female Breast,2011
30-34,2849.0,Incidence,10241721,All Races,27.8,Female,Female Breast,2011
30-34,291.0,Incidence,10241721,All Races,2.8,Female,"Female Breast, <i>in situ</i>",2011
30-34,23.0,Mortality,10241721,All Races,0.2,Female,Hodgkin Lymphoma,2011
30-34,380.0,Incidence,10241721,All Races,3.7,Female,Hodgkin Lymphoma,2011
30-34,248.0,Incidence,10241721,All Races,2.4,Female,Kidney and Renal Pelvis,2011
30-34,78.0,Mortality,10241721,All Races,0.8,Female,Leukemias,2011
30-34,327.0,Incidence,10241721,All Races,3.2,Female,Leukemias,2011
30-34,25.0,Mortality,10241721,All Races,0.2,Female,Liver and Intrahepatic Bile Duct,2011
30-34,36.0,Incidence,10241721,All Races,0.4,Female,Liver and Intrahepatic Bile Duct,2011
30-34,43.0,Mortality,10241721,All Races,0.4,Female,Lung and Bronchus,2011
30-34,134.0,Incidence,10241721,All Races,1.3,Female,Lung and Bronchus,2011
30-34,40.0,Mortality,10241721,All Races,0.4,Female,Melanomas of the Skin,2011
30-34,1231.0,Incidence,10241721,All Races,12.0,Female,Melanomas of the Skin,2011
30-34,39.0,Incidence,10241721,All Races,0.4,Female,Myeloma,2011
30-34,39.0,Mortality,10241721,All Races,0.4,Female,Non-Hodgkin Lymphoma,2011
30-34,394.0,Incidence,10241721,All Races,3.8,Female,Non-Hodgkin Lymphoma,2011
30-34,168.0,Incidence,10241721,All Races,1.6,Female,Oral Cavity and Pharynx,2011
30-34,54.0,Mortality,10241721,All Races,0.5,Female,Ovary,2011
30-34,332.0,Incidence,10241721,All Races,3.2,Female,Ovary,2011
30-34,53.0,Incidence,10241721,All Races,0.5,Female,Pancreas,2011
30-34,44.0,Mortality,10241721,All Races,0.4,Female,Stomach,2011
30-34,113.0,Incidence,10241721,All Races,1.1,Female,Stomach,2011
30-34,2677.0,Incidence,10241721,All Races,26.1,Female,Thyroid,2011
30-34,54.0,Incidence,10241721,All Races,0.5,Female,Urinary Bladder,2011
35-39,2226.0,Mortality,9843250,All Races,22.6,Female,All Cancer Sites Combined,2011
35-39,18484.0,Incidence,9843250,All Races,187.8,Female,All Cancer Sites Combined,2011
35-39,111.0,Mortality,9843250,All Races,1.1,Female,Brain and Other Nervous System,2011
35-39,326.0,Incidence,9843250,All Races,3.3,Female,Brain and Other Nervous System,2011
35-39,215.0,Mortality,9843250,All Races,2.2,Female,Cervix,2011
35-39,1332.0,Incidence,9843250,All Races,13.5,Female,Cervix,2011
35-39,184.0,Mortality,9843250,All Races,1.9,Female,Colon and Rectum,2011
35-39,914.0,Incidence,9843250,All Races,9.3,Female,Colon and Rectum,2011
35-39,47.0,Mortality,9843250,All Races,0.5,Female,"Corpus and Uterus, NOS",2011
35-39,935.0,Incidence,9843250,All Races,9.5,Female,"Corpus and Uterus, NOS",2011
35-39,682.0,Mortality,9843250,All Races,6.9,Female,Female Breast,2011
35-39,6064.0,Incidence,9843250,All Races,61.6,Female,Female Breast,2011
35-39,955.0,Incidence,9843250,All Races,9.7,Female,"Female Breast, <i>in situ</i>",2011
35-39,22.0,Mortality,9843250,All Races,0.2,Female,Hodgkin Lymphoma,2011
35-39,296.0,Incidence,9843250,All Races,3.0,Female,Hodgkin Lymphoma,2011
35-39,26.0,Mortality,9843250,All Races,0.3,Female,Kidney and Renal Pelvis,2011
35-39,433.0,Incidence,9843250,All Races,4.4,Female,Kidney and Renal Pelvis,2011
35-39,19.0,Incidence,9843250,All Races,0.2,Female,Larynx,2011
35-39,107.0,Mortality,9843250,All Races,1.1,Female,Leukemias,2011
35-39,402.0,Incidence,9843250,All Races,4.1,Female,Leukemias,2011
35-39,42.0,Mortality,9843250,All Races,0.4,Female,Liver and Intrahepatic Bile Duct,2011
35-39,57.0,Incidence,9843250,All Races,0.6,Female,Liver and Intrahepatic Bile Duct,2011
35-39,117.0,Mortality,9843250,All Races,1.2,Female,Lung and Bronchus,2011
35-39,327.0,Incidence,9843250,All Races,3.3,Female,Lung and Bronchus,2011
35-39,73.0,Mortality,9843250,All Races,0.7,Female,Melanomas of the Skin,2011
35-39,1392.0,Incidence,9843250,All Races,14.1,Female,Melanomas of the Skin,2011
35-39,76.0,Incidence,9843250,All Races,0.8,Female,Myeloma,2011
35-39,54.0,Mortality,9843250,All Races,0.5,Female,Non-Hodgkin Lymphoma,2011
35-39,565.0,Incidence,9843250,All Races,5.7,Female,Non-Hodgkin Lymphoma,2011
35-39,21.0,Mortality,9843250,All Races,0.2,Female,Oral Cavity and Pharynx,2011
35-39,243.0,Incidence,9843250,All Races,2.5,Female,Oral Cavity and Pharynx,2011
35-39,122.0,Mortality,9843250,All Races,1.2,Female,Ovary,2011
35-39,478.0,Incidence,9843250,All Races,4.9,Female,Ovary,2011
35-39,47.0,Mortality,9843250,All Races,0.5,Female,Pancreas,2011
35-39,126.0,Incidence,9843250,All Races,1.3,Female,Pancreas,2011
35-39,74.0,Mortality,9843250,All Races,0.8,Female,Stomach,2011
35-39,138.0,Incidence,9843250,All Races,1.4,Female,Stomach,2011
35-39,3155.0,Incidence,9843250,All Races,32.1,Female,Thyroid,2011
35-39,98.0,Incidence,9843250,All Races,1.0,Female,Urinary Bladder,2011
40-44,4457.0,Mortality,10577594,All Races,42.1,Female,All Cancer Sites Combined,2011
40-44,31602.0,Incidence,10577594,All Races,298.8,Female,All Cancer Sites Combined,2011
40-44,184.0,Mortality,10577594,All Races,1.7,Female,Brain and Other Nervous System,2011
40-44,436.0,Incidence,10577594,All Races,4.1,Female,Brain and Other Nervous System,2011
40-44,356.0,Mortality,10577594,All Races,3.4,Female,Cervix,2011
40-44,1604.0,Incidence,10577594,All Races,15.2,Female,Cervix,2011
40-44,395.0,Mortality,10577594,All Races,3.7,Female,Colon and Rectum,2011
40-44,1750.0,Incidence,10577594,All Races,16.5,Female,Colon and Rectum,2011
40-44,114.0,Mortality,10577594,All Races,1.1,Female,"Corpus and Uterus, NOS",2011
40-44,1596.0,Incidence,10577594,All Races,15.1,Female,"Corpus and Uterus, NOS",2011
40-44,30.0,Mortality,10577594,All Races,0.3,Female,Esophagus,2011
40-44,39.0,Incidence,10577594,All Races,0.4,Female,Esophagus,2011
40-44,1343.0,Mortality,10577594,All Races,12.7,Female,Female Breast,2011
40-44,12916.0,Incidence,10577594,All Races,122.1,Female,Female Breast,2011
40-44,4118.0,Incidence,10577594,All Races,38.9,Female,"Female Breast, <i>in situ</i>",2011
40-44,16.0,Mortality,10577594,All Races,0.2,Female,Hodgkin Lymphoma,2011
40-44,266.0,Incidence,10577594,All Races,2.5,Female,Hodgkin Lymphoma,2011
40-44,29.0,Mortality,10577594,All Races,0.3,Female,Kidney and Renal Pelvis,2011
40-44,800.0,Incidence,10577594,All Races,7.6,Female,Kidney and Renal Pelvis,2011
40-44,55.0,Incidence,10577594,All Races,0.5,Female,Larynx,2011
40-44,171.0,Mortality,10577594,All Races,1.6,Female,Leukemias,2011
40-44,563.0,Incidence,10577594,All Races,5.3,Female,Leukemias,2011
40-44,58.0,Mortality,10577594,All Races,0.5,Female,Liver and Intrahepatic Bile Duct,2011
40-44,120.0,Incidence,10577594,All Races,1.1,Female,Liver and Intrahepatic Bile Duct,2011
40-44,510.0,Mortality,10577594,All Races,4.8,Female,Lung and Bronchus,2011
40-44,979.0,Incidence,10577594,All Races,9.3,Female,Lung and Bronchus,2011
40-44,113.0,Mortality,10577594,All Races,1.1,Female,Melanomas of the Skin,2011
40-44,1939.0,Incidence,10577594,All Races,18.3,Female,Melanomas of the Skin,2011
40-44,18.0,Incidence,10577594,All Races,0.2,Female,Mesothelioma,2011
40-44,37.0,Mortality,10577594,All Races,0.3,Female,Myeloma,2011
40-44,217.0,Incidence,10577594,All Races,2.1,Female,Myeloma,2011
40-44,94.0,Mortality,10577594,All Races,0.9,Female,Non-Hodgkin Lymphoma,2011
40-44,891.0,Incidence,10577594,All Races,8.4,Female,Non-Hodgkin Lymphoma,2011
40-44,32.0,Mortality,10577594,All Races,0.3,Female,Oral Cavity and Pharynx,2011
40-44,415.0,Incidence,10577594,All Races,3.9,Female,Oral Cavity and Pharynx,2011
40-44,237.0,Mortality,10577594,All Races,2.2,Female,Ovary,2011
40-44,887.0,Incidence,10577594,All Races,8.4,Female,Ovary,2011
40-44,142.0,Mortality,10577594,All Races,1.3,Female,Pancreas,2011
40-44,252.0,Incidence,10577594,All Races,2.4,Female,Pancreas,2011
40-44,108.0,Mortality,10577594,All Races,1.0,Female,Stomach,2011
40-44,264.0,Incidence,10577594,All Races,2.5,Female,Stomach,2011
40-44,3648.0,Incidence,10577594,All Races,34.5,Female,Thyroid,2011
40-44,173.0,Incidence,10577594,All Races,1.6,Female,Urinary Bladder,2011
45-49,8833.0,Mortality,11211705,All Races,78.8,Female,All Cancer Sites Combined,2011
45-49,50114.0,Incidence,11211705,All Races,447.0,Female,All Cancer Sites Combined,2011
45-49,306.0,Mortality,11211705,All Races,2.7,Female,Brain and Other Nervous System,2011
45-49,550.0,Incidence,11211705,All Races,4.9,Female,Brain and Other Nervous System,2011
45-49,447.0,Mortality,11211705,All Races,4.0,Female,Cervix,2011
45-49,1582.0,Incidence,11211705,All Races,14.1,Female,Cervix,2011
45-49,742.0,Mortality,11211705,All Races,6.6,Female,Colon and Rectum,2011
45-49,3045.0,Incidence,11211705,All Races,27.2,Female,Colon and Rectum,2011
45-49,258.0,Mortality,11211705,All Races,2.3,Female,"Corpus and Uterus, NOS",2011
45-49,2767.0,Incidence,11211705,All Races,24.7,Female,"Corpus and Uterus, NOS",2011
45-49,78.0,Mortality,11211705,All Races,0.7,Female,Esophagus,2011
45-49,111.0,Incidence,11211705,All Races,1.0,Female,Esophagus,2011
45-49,2165.0,Mortality,11211705,All Races,19.3,Female,Female Breast,2011
45-49,21327.0,Incidence,11211705,All Races,190.2,Female,Female Breast,2011
45-49,6713.0,Incidence,11211705,All Races,59.9,Female,"Female Breast, <i>in situ</i>",2011
45-49,21.0,Mortality,11211705,All Races,0.2,Female,Hodgkin Lymphoma,2011
45-49,226.0,Incidence,11211705,All Races,2.0,Female,Hodgkin Lymphoma,2011
45-49,124.0,Mortality,11211705,All Races,1.1,Female,Kidney and Renal Pelvis,2011
45-49,1243.0,Incidence,11211705,All Races,11.1,Female,Kidney and Renal Pelvis,2011
45-49,27.0,Mortality,11211705,All Races,0.2,Female,Larynx,2011
45-49,171.0,Incidence,11211705,All Races,1.5,Female,Larynx,2011
45-49,247.0,Mortality,11211705,All Races,2.2,Female,Leukemias,2011
45-49,835.0,Incidence,11211705,All Races,7.4,Female,Leukemias,2011
45-49,185.0,Mortality,11211705,All Races,1.7,Female,Liver and Intrahepatic Bile Duct,2011
45-49,257.0,Incidence,11211705,All Races,2.3,Female,Liver and Intrahepatic Bile Duct,2011
45-49,1680.0,Mortality,11211705,All Races,15.0,Female,Lung and Bronchus,2011
45-49,2902.0,Incidence,11211705,All Races,25.9,Female,Lung and Bronchus,2011
45-49,173.0,Mortality,11211705,All Races,1.5,Female,Melanomas of the Skin,2011
45-49,2558.0,Incidence,11211705,All Races,22.8,Female,Melanomas of the Skin,2011
45-49,34.0,Incidence,11211705,All Races,0.3,Female,Mesothelioma,2011
45-49,89.0,Mortality,11211705,All Races,0.8,Female,Myeloma,2011
45-49,417.0,Incidence,11211705,All Races,3.7,Female,Myeloma,2011
45-49,154.0,Mortality,11211705,All Races,1.4,Female,Non-Hodgkin Lymphoma,2011
45-49,1354.0,Incidence,11211705,All Races,12.1,Female,Non-Hodgkin Lymphoma,2011
45-49,93.0,Mortality,11211705,All Races,0.8,Female,Oral Cavity and Pharynx,2011
45-49,725.0,Incidence,11211705,All Races,6.5,Female,Oral Cavity and Pharynx,2011
45-49,500.0,Mortality,11211705,All Races,4.5,Female,Ovary,2011
45-49,1668.0,Incidence,11211705,All Races,14.9,Female,Ovary,2011
45-49,394.0,Mortality,11211705,All Races,3.5,Female,Pancreas,2011
