YEAR,RACE,SEX,SITE,EVENT_TYPE,AGE_ADJUSTED_RATE,COUNT,POPULATION,CRUDE_RATE
2003,All Races,Male,Prostate,Incidence,157.9,204472.0,142428897,143.6
2003,All Races,Male,Prostate,Mortality,27.2,29554.0,142428897,20.8
2004,All Races,Male,Prostate,Incidence,153.8,204105.0,143828012,141.9
2004,All Races,Male,Prostate,Mortality,26.2,29002.0,143828012,20.2
2005,All Races,Male,Prostate,Incidence,151.4,206111.0,145197078,142.0
2005,All Races,Male,Prostate,Mortality,25.4,28905.0,145197078,19.9
2006,All Races,Male,Prostate,Incidence,161.1,225396.0,146647265,153.7
2006,All Races,Male,Prostate,Mortality,24.2,28372.0,146647265,19.3
2007,All Races,Male,Prostate,Incidence,165.9,239893.0,148064854,162.0
2007,All Races,Male,Prostate,Mortality,24.2,29093.0,148064854,19.6
2008,All Races,Male,Prostate,Incidence,153.2,229069.0,149489951,153.2
2008,All Races,Male,Prostate,Mortality,23.0,28471.0,149489951,19.0
2009,All Races,Male,Prostate,Incidence,145.2,225038.0,150807454,149.2
2009,All Races,Male,Prostate,Mortality,22.1,28088.0,150807454,18.6
2010,All Races,Male,Prostate,Incidence,136.5,217669.0,152077478,143.1
2010,All Races,Male,Prostate,Mortality,21.8,28560.0,152077478,18.8
2011,All Races,Male,Prostate,Incidence,136.2,223585.0,153212980,145.9
2011,All Races,Male,Prostate,Mortality,20.8,27970.0,153212980,18.3
2012,All Races,Male,Prostate,Incidence,112.7,191360.0,154397027,123.9
2012,All Races,Male,Prostate,Mortality,19.6,27244.0,154397027,17.6
2013,All Races,Male,Prostate,Incidence,108.8,189716.0,155514054,122.0
2013,All Races,Male,Prostate,Mortality,19.3,27681.0,155514054,17.8
2014,All Races,Male,Prostate,Incidence,102.6,184073.0,156695810,117.5
2014,All Races,Male,Prostate,Mortality,19.1,28343.0,156695810,18.1
2015,All Races,Male,Prostate,Incidence,106.5,196414.0,157906843,124.4
2015,All Races,Male,Prostate,Mortality,19.0,28848.0,157906843,18.3
2016,All Races,Male,Prostate,Incidence,108.0,204256.0,159085693,128.4
2016,All Races,Male,Prostate,Mortality,19.4,30370.0,159085693,19.1
2017,All Races,Male,Prostate,Incidence,112.5,218772.0,160113445,136.6
2017,All Races,Male,Prostate,Mortality,18.8,30486.0,160113445,19.0
2018,All Races,Male,Prostate,Incidence,113.6,225721.0,160960513,140.2
2018,All Races,Male,Prostate,Mortality,18.9,31488.0,160960513,19.6
2019,All Races,Male,Prostate,Incidence,116.6,237161.0,161692336,146.7
2019,All Races,Male,Prostate,Mortality,18.4,31636.0,161692336,19.6
2020,All Races,Male,Prostate,Incidence,100.0,201082.0,157351603,127.8
2020,All Races,Male,Prostate,Mortality,18.5,32707.0,162256202,20.2
2000,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,19.5,23363.0,136692444,17.1
2000,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,4.0,4634.0,138443407,3.3
2001,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,19.0,23290.0,138511984,16.8
2001,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,4.0,4738.0,139891492,3.4
2002,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,18.4,23223.0,139847290,16.6
2002,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.9,4802.0,141230559,3.4
2003,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,18.1,23574.0,142428897,16.6
2003,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.8,4740.0,142428897,3.3
2004,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,17.7,23504.0,143828012,16.3
2004,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.8,4807.0,143828012,3.3
2005,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,17.4,23815.0,145197078,16.4
2005,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.7,4853.0,145197078,3.3
2006,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,16.6,23189.0,146647265,15.8
2006,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.7,4926.0,146647265,3.4
2007,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,16.4,23537.0,148064854,15.9
2007,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.6,5021.0,148064854,3.4
2008,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,15.9,23480.0,149489951,15.7
2008,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.6,5146.0,149489951,3.4
2009,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,15.5,23533.0,150807454,15.6
2009,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.7,5356.0,150807454,3.6
2010,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,14.8,22929.0,152077478,15.1
2010,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.7,5579.0,152077478,3.7
2011,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,14.6,23076.0,153212980,15.1
2011,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.6,5468.0,153212980,3.6
2012,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,14.4,23489.0,154397027,15.2
2012,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.5,5483.0,154397027,3.6
2013,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,14.2,23688.0,155514054,15.2
2013,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.6,5736.0,155514054,3.7
2014,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,14.3,24454.0,156695810,15.6
2014,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.4,5653.0,156695810,3.6
2015,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,14.3,24733.0,157906843,15.7
2015,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.5,5836.0,157906843,3.7
2016,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,14.0,24698.0,159085693,15.5
2016,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.5,6074.0,159085693,3.8
2017,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,13.9,24944.0,160113445,15.6
2017,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.5,6283.0,160113445,3.9
2018,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,13.7,25030.0,160960513,15.6
2018,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.5,6371.0,160960513,4.0
2019,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,13.9,25716.0,161692336,15.9
2019,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.5,6488.0,161692336,4.0
2020,All Races,Male,Rectum and Rectosigmoid Junction,Incidence,12.2,22098.0,157351603,14.0
2020,All Races,Male,Rectum and Rectosigmoid Junction,Mortality,3.6,6742.0,162256202,4.2
2000,All Races,Male,Respiratory System,Incidence,101.5,120965.0,136692444,88.5
2000,All Races,Male,Respiratory System,Mortality,79.4,93924.0,138443407,67.8
2001,All Races,Male,Respiratory System,Incidence,100.0,121321.0,138511984,87.6
2001,All Races,Male,Respiratory System,Mortality,78.2,93856.0,139891492,67.1
2002,All Races,Male,Respiratory System,Incidence,98.6,121871.0,139847290,87.1
2002,All Races,Male,Respiratory System,Mortality,76.4,93531.0,141230559,66.2
2003,All Races,Male,Respiratory System,Incidence,98.3,125327.0,142428897,88.0
2003,All Races,Male,Respiratory System,Mortality,74.8,93422.0,142428897,65.6
2004,All Races,Male,Respiratory System,Incidence,96.7,125533.0,143828012,87.3
2004,All Races,Male,Respiratory System,Mortality,73.0,92942.0,143828012,64.6
2005,All Races,Male,Respiratory System,Incidence,95.6,126870.0,145197078,87.4
2005,All Races,Male,Respiratory System,Mortality,72.1,93568.0,145197078,64.4
2006,All Races,Male,Respiratory System,Incidence,93.6,126646.0,146647265,86.4
2006,All Races,Male,Respiratory System,Mortality,69.9,92625.0,146647265,63.2
2007,All Races,Male,Respiratory System,Incidence,92.0,127423.0,148064854,86.1
2007,All Races,Male,Respiratory System,Mortality,67.5,91653.0,148064854,61.9
2008,All Races,Male,Respiratory System,Incidence,90.2,128261.0,149489951,85.8
2008,All Races,Male,Respiratory System,Mortality,66.1,91956.0,149489951,61.5
2009,All Races,Male,Respiratory System,Incidence,88.1,128372.0,150807454,85.1
2009,All Races,Male,Respiratory System,Mortality,63.8,91042.0,150807454,60.4
2010,All Races,Male,Respiratory System,Incidence,84.7,126640.0,152077478,83.3
2010,All Races,Male,Respiratory System,Mortality,62.3,91121.0,152077478,59.9
2011,All Races,Male,Respiratory System,Incidence,82.6,126481.0,153212980,82.6
2011,All Races,Male,Respiratory System,Mortality,60.0,90099.0,153212980,58.8
2012,All Races,Male,Respiratory System,Incidence,80.6,127107.0,154397027,82.3
2012,All Races,Male,Respiratory System,Mortality,58.4,90091.0,154397027,58.4
2013,All Races,Male,Respiratory System,Incidence,78.9,127928.0,155514054,82.3
2013,All Races,Male,Respiratory System,Mortality,56.1,89108.0,155514054,57.3
2014,All Races,Male,Respiratory System,Incidence,77.0,128488.0,156695810,82.0
2014,All Races,Male,Respiratory System,Mortality,54.1,88422.0,156695810,56.4
2015,All Races,Male,Respiratory System,Incidence,75.3,128990.0,157906843,81.7
2015,All Races,Male,Respiratory System,Mortality,51.9,87149.0,157906843,55.2
2016,All Races,Male,Respiratory System,Incidence,73.2,128730.0,159085693,80.9
2016,All Races,Male,Respiratory System,Mortality,49.0,84340.0,159085693,53.0
2017,All Races,Male,Respiratory System,Incidence,71.2,128915.0,160113445,80.5
2017,All Races,Male,Respiratory System,Mortality,46.4,82196.0,160113445,51.3
2018,All Races,Male,Respiratory System,Incidence,68.4,127333.0,160960513,79.1
2018,All Races,Male,Respiratory System,Mortality,43.7,79789.0,160960513,49.6
2019,All Races,Male,Respiratory System,Incidence,66.9,127929.0,161692336,79.1
2019,All Races,Male,Respiratory System,Mortality,41.9,78406.0,161692336,48.5
2020,All Races,Male,Respiratory System,Incidence,58.5,111167.0,157351603,70.6
2020,All Races,Male,Respiratory System,Mortality,39.9,76579.0,162256202,47.2
2000,All Races,Male,Retroperitoneum,Incidence,0.4,481.0,136692444,0.4
2000,All Races,Male,Retroperitoneum,Mortality,0.1,131.0,138443407,0.1
2001,All Races,Male,Retroperitoneum,Incidence,0.4,532.0,138511984,0.4
2001,All Races,Male,Retroperitoneum,Mortality,0.1,102.0,139891492,0.1
2002,All Races,Male,Retroperitoneum,Incidence,0.4,532.0,139847290,0.4
2002,All Races,Male,Retroperitoneum,Mortality,0.1,112.0,141230559,0.1
2003,All Races,Male,Retroperitoneum,Incidence,0.4,510.0,142428897,0.4
2003,All Races,Male,Retroperitoneum,Mortality,0.1,101.0,142428897,0.1
2004,All Races,Male,Retroperitoneum,Incidence,0.4,558.0,143828012,0.4
2004,All Races,Male,Retroperitoneum,Mortality,0.1,112.0,143828012,0.1
2005,All Races,Male,Retroperitoneum,Incidence,0.4,577.0,145197078,0.4
2005,All Races,Male,Retroperitoneum,Mortality,0.1,127.0,145197078,0.1
2006,All Races,Male,Retroperitoneum,Incidence,0.4,560.0,146647265,0.4
2006,All Races,Male,Retroperitoneum,Mortality,0.1,95.0,146647265,0.1
2007,All Races,Male,Retroperitoneum,Incidence,0.4,581.0,148064854,0.4
2007,All Races,Male,Retroperitoneum,Mortality,0.1,112.0,148064854,0.1
2008,All Races,Male,Retroperitoneum,Incidence,0.4,627.0,149489951,0.4
2008,All Races,Male,Retroperitoneum,Mortality,0.1,121.0,149489951,0.1
2009,All Races,Male,Retroperitoneum,Incidence,0.4,594.0,150807454,0.4
2009,All Races,Male,Retroperitoneum,Mortality,0.1,98.0,150807454,0.1
2010,All Races,Male,Retroperitoneum,Incidence,0.4,623.0,152077478,0.4
2010,All Races,Male,Retroperitoneum,Mortality,0.1,106.0,152077478,0.1
2011,All Races,Male,Retroperitoneum,Incidence,0.4,651.0,153212980,0.4
2011,All Races,Male,Retroperitoneum,Mortality,0.1,113.0,153212980,0.1
2012,All Races,Male,Retroperitoneum,Incidence,0.4,682.0,154397027,0.4
2012,All Races,Male,Retroperitoneum,Mortality,0.1,110.0,154397027,0.1
2013,All Races,Male,Retroperitoneum,Incidence,0.4,646.0,155514054,0.4
2013,All Races,Male,Retroperitoneum,Mortality,0.1,111.0,155514054,0.1
2014,All Races,Male,Retroperitoneum,Incidence,0.4,688.0,156695810,0.4
2014,All Races,Male,Retroperitoneum,Mortality,0.1,129.0,156695810,0.1
2015,All Races,Male,Retroperitoneum,Incidence,0.4,693.0,157906843,0.4
2015,All Races,Male,Retroperitoneum,Mortality,0.1,133.0,157906843,0.1
2016,All Races,Male,Retroperitoneum,Incidence,0.4,684.0,159085693,0.4
2016,All Races,Male,Retroperitoneum,Mortality,0.1,149.0,159085693,0.1
2017,All Races,Male,Retroperitoneum,Incidence,0.4,723.0,160113445,0.5
2017,All Races,Male,Retroperitoneum,Mortality,0.1,175.0,160113445,0.1
2018,All Races,Male,Retroperitoneum,Incidence,0.5,884.0,160960513,0.5
2018,All Races,Male,Retroperitoneum,Mortality,0.1,159.0,160960513,0.1
2019,All Races,Male,Retroperitoneum,Incidence,0.5,880.0,161692336,0.5
2019,All Races,Male,Retroperitoneum,Mortality,0.1,190.0,161692336,0.1
2020,All Races,Male,Retroperitoneum,Incidence,0.4,782.0,157351603,0.5
2020,All Races,Male,Retroperitoneum,Mortality,0.1,216.0,162256202,0.1
2000,All Races,Male,Salivary Gland,Incidence,1.7,1963.0,136692444,1.4
2000,All Races,Male,Salivary Gland,Mortality,0.4,419.0,138443407,0.3
2001,All Races,Male,Salivary Gland,Incidence,1.6,1988.0,138511984,1.4
2001,All Races,Male,Salivary Gland,Mortality,0.4,419.0,139891492,0.3
2002,All Races,Male,Salivary Gland,Incidence,1.6,1963.0,139847290,1.4
2002,All Races,Male,Salivary Gland,Mortality,0.4,455.0,141230559,0.3
2003,All Races,Male,Salivary Gland,Incidence,1.7,2134.0,142428897,1.5
2003,All Races,Male,Salivary Gland,Mortality,0.4,437.0,142428897,0.3
2004,All Races,Male,Salivary Gland,Incidence,1.6,2071.0,143828012,1.4
2004,All Races,Male,Salivary Gland,Mortality,0.4,463.0,143828012,0.3
2005,All Races,Male,Salivary Gland,Incidence,1.7,2216.0,145197078,1.5
2005,All Races,Male,Salivary Gland,Mortality,0.4,463.0,145197078,0.3
2006,All Races,Male,Salivary Gland,Incidence,1.7,2296.0,146647265,1.6
2006,All Races,Male,Salivary Gland,Mortality,0.4,458.0,146647265,0.3
2007,All Races,Male,Salivary Gland,Incidence,1.7,2335.0,148064854,1.6
2007,All Races,Male,Salivary Gland,Mortality,0.4,478.0,148064854,0.3
2008,All Races,Male,Salivary Gland,Incidence,1.7,2420.0,149489951,1.6
2008,All Races,Male,Salivary Gland,Mortality,0.3,474.0,149489951,0.3
2009,All Races,Male,Salivary Gland,Incidence,1.7,2446.0,150807454,1.6
2009,All Races,Male,Salivary Gland,Mortality,0.4,508.0,150807454,0.3
2010,All Races,Male,Salivary Gland,Incidence,1.7,2467.0,152077478,1.6
2010,All Races,Male,Salivary Gland,Mortality,0.4,541.0,152077478,0.4
2011,All Races,Male,Salivary Gland,Incidence,1.7,2554.0,153212980,1.7
2011,All Races,Male,Salivary Gland,Mortality,0.4,551.0,153212980,0.4
2012,All Races,Male,Salivary Gland,Incidence,1.7,2517.0,154397027,1.6
2012,All Races,Male,Salivary Gland,Mortality,0.4,581.0,154397027,0.4
2013,All Races,Male,Salivary Gland,Incidence,1.8,2744.0,155514054,1.8
2013,All Races,Male,Salivary Gland,Mortality,0.4,599.0,155514054,0.4
2014,All Races,Male,Salivary Gland,Incidence,1.7,2714.0,156695810,1.7
2014,All Races,Male,Salivary Gland,Mortality,0.4,653.0,156695810,0.4
2015,All Races,Male,Salivary Gland,Incidence,1.7,2835.0,157906843,1.8
2015,All Races,Male,Salivary Gland,Mortality,0.4,683.0,157906843,0.4
2016,All Races,Male,Salivary Gland,Incidence,1.7,2785.0,159085693,1.8
2016,All Races,Male,Salivary Gland,Mortality,0.4,653.0,159085693,0.4
2017,All Races,Male,Salivary Gland,Incidence,1.6,2751.0,160113445,1.7
2017,All Races,Male,Salivary Gland,Mortality,0.4,648.0,160113445,0.4
2018,All Races,Male,Salivary Gland,Incidence,1.7,2942.0,160960513,1.8
2018,All Races,Male,Salivary Gland,Mortality,0.4,639.0,160960513,0.4
2019,All Races,Male,Salivary Gland,Incidence,1.7,2980.0,161692336,1.8
2019,All Races,Male,Salivary Gland,Mortality,0.4,707.0,161692336,0.4
2020,All Races,Male,Salivary Gland,Incidence,1.5,2609.0,157351603,1.7
2020,All Races,Male,Salivary Gland,Mortality,0.4,723.0,162256202,0.4
2000,All Races,Male,Skin excluding Basal and Squamous,Incidence,22.5,27692.0,136692444,20.3
2000,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.2,6146.0,138443407,4.4
2001,All Races,Male,Skin excluding Basal and Squamous,Incidence,23.6,29639.0,138511984,21.4
2001,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.3,6421.0,139891492,4.6
2002,All Races,Male,Skin excluding Basal and Squamous,Incidence,24.1,30706.0,139847290,22.0
2002,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.2,6371.0,141230559,4.5
2003,All Races,Male,Skin excluding Basal and Squamous,Incidence,23.9,31236.0,142428897,21.9
2003,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.3,6612.0,142428897,4.6
2004,All Races,Male,Skin excluding Basal and Squamous,Incidence,25.1,33469.0,143828012,23.3
2004,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.3,6770.0,143828012,4.7
2005,All Races,Male,Skin excluding Basal and Squamous,Incidence,26.8,36379.0,145197078,25.1
2005,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.4,7015.0,145197078,4.8
2006,All Races,Male,Skin excluding Basal and Squamous,Incidence,26.5,36578.0,146647265,24.9
2006,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.6,7363.0,146647265,5.0
2007,All Races,Male,Skin excluding Basal and Squamous,Incidence,27.2,38369.0,148064854,25.9
2007,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.5,7426.0,148064854,5.0
2008,All Races,Male,Skin excluding Basal and Squamous,Incidence,28.1,40323.0,149489951,27.0
2008,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.5,7597.0,149489951,5.1
2009,All Races,Male,Skin excluding Basal and Squamous,Incidence,28.4,41601.0,150807454,27.6
2009,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.7,8063.0,150807454,5.3
2010,All Races,Male,Skin excluding Basal and Squamous,Incidence,27.9,41744.0,152077478,27.4
2010,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.6,8121.0,152077478,5.3
2011,All Races,Male,Skin excluding Basal and Squamous,Incidence,29.1,44362.0,153212980,29.0
2011,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.6,8241.0,153212980,5.4
2012,All Races,Male,Skin excluding Basal and Squamous,Incidence,29.1,45404.0,154397027,29.4
2012,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.5,8329.0,154397027,5.4
2013,All Races,Male,Skin excluding Basal and Squamous,Incidence,30.1,48074.0,155514054,30.9
2013,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.7,8723.0,155514054,5.6
2014,All Races,Male,Skin excluding Basal and Squamous,Incidence,31.3,51049.0,156695810,32.6
2014,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.6,8888.0,156695810,5.7
2015,All Races,Male,Skin excluding Basal and Squamous,Incidence,31.6,52703.0,157906843,33.4
2015,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.3,8649.0,157906843,5.5
2016,All Races,Male,Skin excluding Basal and Squamous,Incidence,31.9,54495.0,159085693,34.3
2016,All Races,Male,Skin excluding Basal and Squamous,Mortality,5.0,8254.0,159085693,5.2
2017,All Races,Male,Skin excluding Basal and Squamous,Incidence,32.4,56518.0,160113445,35.3
2017,All Races,Male,Skin excluding Basal and Squamous,Mortality,4.8,8171.0,160113445,5.1
2018,All Races,Male,Skin excluding Basal and Squamous,Incidence,31.1,55508.0,160960513,34.5
2018,All Races,Male,Skin excluding Basal and Squamous,Mortality,4.8,8269.0,160960513,5.1
2019,All Races,Male,Skin excluding Basal and Squamous,Incidence,31.9,58202.0,161692336,36.0
2019,All Races,Male,Skin excluding Basal and Squamous,Mortality,4.6,8162.0,161692336,5.0
2020,All Races,Male,Skin excluding Basal and Squamous,Incidence,27.1,48982.0,157351603,31.1
2020,All Races,Male,Skin excluding Basal and Squamous,Mortality,4.6,8349.0,162256202,5.1
2000,All Races,Male,Small Intestine,Incidence,2.0,2399.0,136692444,1.8
2000,All Races,Male,Small Intestine,Mortality,0.5,546.0,138443407,0.4
2001,All Races,Male,Small Intestine,Incidence,2.1,2585.0,138511984,1.9
2001,All Races,Male,Small Intestine,Mortality,0.5,568.0,139891492,0.4
2002,All Races,Male,Small Intestine,Incidence,2.2,2807.0,139847290,2.0
2002,All Races,Male,Small Intestine,Mortality,0.4,530.0,141230559,0.4
2003,All Races,Male,Small Intestine,Incidence,2.2,2882.0,142428897,2.0
2003,All Races,Male,Small Intestine,Mortality,0.4,539.0,142428897,0.4
2004,All Races,Male,Small Intestine,Incidence,2.3,3108.0,143828012,2.2
2004,All Races,Male,Small Intestine,Mortality,0.5,592.0,143828012,0.4
2005,All Races,Male,Small Intestine,Incidence,2.3,3202.0,145197078,2.2
2005,All Races,Male,Small Intestine,Mortality,0.4,580.0,145197078,0.4
2006,All Races,Male,Small Intestine,Incidence,2.5,3489.0,146647265,2.4
2006,All Races,Male,Small Intestine,Mortality,0.4,570.0,146647265,0.4
2007,All Races,Male,Small Intestine,Incidence,2.5,3605.0,148064854,2.4
2007,All Races,Male,Small Intestine,Mortality,0.5,618.0,148064854,0.4
2008,All Races,Male,Small Intestine,Incidence,2.7,3910.0,149489951,2.6
2008,All Races,Male,Small Intestine,Mortality,0.5,646.0,149489951,0.4
2009,All Races,Male,Small Intestine,Incidence,2.6,3867.0,150807454,2.6
2009,All Races,Male,Small Intestine,Mortality,0.4,596.0,150807454,0.4
2010,All Races,Male,Small Intestine,Incidence,2.8,4260.0,152077478,2.8
2010,All Races,Male,Small Intestine,Mortality,0.4,656.0,152077478,0.4
2011,All Races,Male,Small Intestine,Incidence,2.7,4279.0,153212980,2.8
2011,All Races,Male,Small Intestine,Mortality,0.5,681.0,153212980,0.4
2012,All Races,Male,Small Intestine,Incidence,2.8,4424.0,154397027,2.9
2012,All Races,Male,Small Intestine,Mortality,0.5,689.0,154397027,0.4
2013,All Races,Male,Small Intestine,Incidence,2.7,4494.0,155514054,2.9
2013,All Races,Male,Small Intestine,Mortality,0.5,705.0,155514054,0.5
2014,All Races,Male,Small Intestine,Incidence,2.8,4679.0,156695810,3.0
2014,All Races,Male,Small Intestine,Mortality,0.5,752.0,156695810,0.5
2015,All Races,Male,Small Intestine,Incidence,2.9,4939.0,157906843,3.1
2015,All Races,Male,Small Intestine,Mortality,0.5,795.0,157906843,0.5
2016,All Races,Male,Small Intestine,Incidence,3.0,5201.0,159085693,3.3
2016,All Races,Male,Small Intestine,Mortality,0.5,868.0,159085693,0.5
2017,All Races,Male,Small Intestine,Incidence,2.9,5242.0,160113445,3.3
2017,All Races,Male,Small Intestine,Mortality,0.5,896.0,160113445,0.6
2018,All Races,Male,Small Intestine,Incidence,3.0,5446.0,160960513,3.4
2018,All Races,Male,Small Intestine,Mortality,0.5,931.0,160960513,0.6
2019,All Races,Male,Small Intestine,Incidence,3.0,5670.0,161692336,3.5
2019,All Races,Male,Small Intestine,Mortality,0.5,923.0,161692336,0.6
2020,All Races,Male,Small Intestine,Incidence,2.7,5038.0,157351603,3.2
2020,All Races,Male,Small Intestine,Mortality,0.5,1021.0,162256202,0.6
2000,All Races,Male,Soft Tissue including Heart,Incidence,3.5,4337.0,136692444,3.2
2000,All Races,Male,Soft Tissue including Heart,Mortality,1.5,1841.0,138443407,1.3
2001,All Races,Male,Soft Tissue including Heart,Incidence,3.6,4552.0,138511984,3.3
2001,All Races,Male,Soft Tissue including Heart,Mortality,1.5,1834.0,139891492,1.3
2002,All Races,Male,Soft Tissue including Heart,Incidence,3.6,4659.0,139847290,3.3
2002,All Races,Male,Soft Tissue including Heart,Mortality,1.4,1762.0,141230559,1.2
2003,All Races,Male,Soft Tissue including Heart,Incidence,3.7,4869.0,142428897,3.4
2003,All Races,Male,Soft Tissue including Heart,Mortality,1.4,1810.0,142428897,1.3
2004,All Races,Male,Soft Tissue including Heart,Incidence,3.8,5129.0,143828012,3.6
2004,All Races,Male,Soft Tissue including Heart,Mortality,1.4,1884.0,143828012,1.3
2005,All Races,Male,Soft Tissue including Heart,Incidence,3.9,5272.0,145197078,3.6
2005,All Races,Male,Soft Tissue including Heart,Mortality,1.4,1924.0,145197078,1.3
2006,All Races,Male,Soft Tissue including Heart,Incidence,3.7,5194.0,146647265,3.5
2006,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2015.0,146647265,1.4
2007,All Races,Male,Soft Tissue including Heart,Incidence,4.0,5681.0,148064854,3.8
2007,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2055.0,148064854,1.4
2008,All Races,Male,Soft Tissue including Heart,Incidence,3.9,5632.0,149489951,3.8
2008,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2114.0,149489951,1.4
2009,All Races,Male,Soft Tissue including Heart,Incidence,4.0,5806.0,150807454,3.8
2009,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2212.0,150807454,1.5
2010,All Races,Male,Soft Tissue including Heart,Incidence,4.1,6100.0,152077478,4.0
2010,All Races,Male,Soft Tissue including Heart,Mortality,1.6,2298.0,152077478,1.5
2011,All Races,Male,Soft Tissue including Heart,Incidence,3.9,5995.0,153212980,3.9
2011,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2257.0,153212980,1.5
2012,All Races,Male,Soft Tissue including Heart,Incidence,3.9,6097.0,154397027,3.9
2012,All Races,Male,Soft Tissue including Heart,Mortality,1.6,2394.0,154397027,1.6
2013,All Races,Male,Soft Tissue including Heart,Incidence,4.0,6383.0,155514054,4.1
2013,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2378.0,155514054,1.5
2014,All Races,Male,Soft Tissue including Heart,Incidence,4.2,6695.0,156695810,4.3
2014,All Races,Male,Soft Tissue including Heart,Mortality,1.6,2532.0,156695810,1.6
2015,All Races,Male,Soft Tissue including Heart,Incidence,4.0,6531.0,157906843,4.1
2015,All Races,Male,Soft Tissue including Heart,Mortality,1.6,2532.0,157906843,1.6
2016,All Races,Male,Soft Tissue including Heart,Incidence,4.1,6838.0,159085693,4.3
2016,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2515.0,159085693,1.6
2017,All Races,Male,Soft Tissue including Heart,Incidence,4.1,6943.0,160113445,4.3
2017,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2589.0,160113445,1.6
2018,All Races,Male,Soft Tissue including Heart,Incidence,4.0,6814.0,160960513,4.2
2018,All Races,Male,Soft Tissue including Heart,Mortality,1.6,2693.0,160960513,1.7
2019,All Races,Male,Soft Tissue including Heart,Incidence,3.9,6846.0,161692336,4.2
2019,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2609.0,161692336,1.6
2020,All Races,Male,Soft Tissue including Heart,Incidence,3.6,6164.0,157351603,3.9
2020,All Races,Male,Soft Tissue including Heart,Mortality,1.5,2606.0,162256202,1.6
2000,All Races,Male,Stomach,Incidence,10.6,12339.0,136692444,9.0
2000,All Races,Male,Stomach,Mortality,6.4,7328.0,138443407,5.3
2001,All Races,Male,Stomach,Incidence,10.4,12385.0,138511984,8.9
